id,role,display_title,relative_path,open_larger,module,section,provenance_type,provenance_detail,source_url,drive_file_id,generation_conversation,generation_prompt,alt,caption,source_boundary,semantic_audit,plan_status,sha256,bytes,format,width,height,page_count
folio-10,folio_card,"Pig production systems, feeding and welfare",assets/visuals/folio-card-10.png,assets/visuals/folio-card-10.png,10,,generated,Generated as one image in signed-in ChatGPT after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: folio card 10 - Pig production systems, feeding and welfare
Primary request: a credible observation scene that prompts students to record visible housing, feeding and animal-condition evidence without declaring a system better or making a welfare judgement
Scene/backdrop: several healthy pigs at respectful middle distance in a clean shaded Australian pig facility with bedding, a plain feeder and water access visibly present; behind a safe viewing rail, a student's hands hold a completely blank observation checklist
Style/medium: natural documentary agricultural photography, technically plausible farm-learning context
Composition/framing: 3:2 landscape, one coherent scene, student safely separated, hands only in foreground
Lighting/mood: soft daylight, neutral and attentive
Constraints: no readable text, no logos, no stocking density, no feed ration, no growth or productivity figures, no welfare rating, no system label, no procedures, no unsafe contact
Avoid: distressed animals, graphic husbandry, promotional perfection, dirty shock imagery, comparison infographic, collage, watermark","Student hands hold a blank checklist behind a safe rail while pigs use a shaded facility with bedding, feed and water access.","Pig-system observation prompt. Visible conditions do not establish overall welfare, feeding performance or a preferred system.","No system label, stocking density, ration, growth figure, welfare rating, procedure or compliance conclusion is supplied.",PASS — observable prompt with explicit adjacent-text boundary.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,3B9C7DFC76F744F38CDD0343B9D4FA73AF11B5A31C89200E5142611F4A2BE15F,2578330,png,1536,1024,
folio-11,folio_card,Poultry production systems and trade-offs,assets/visuals/folio-card-11.png,assets/visuals/folio-card-11.png,11,,generated,Generated as one image in signed-in ChatGPT after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: folio card 11 - Poultry production systems and trade-offs
Primary request: a credible classroom comparison scene that prompts students to evaluate poultry-system evidence without pre-labelling a winner
Scene/backdrop: a student's hands arrange three plain unlabelled photographic evidence cards on a classroom table, each card showing a different observable chicken environment: a protected indoor enclosure, a litter-floor barn and an outdoor range; a completely blank comparison sheet sits beside them
Style/medium: natural documentary photography of a tactile evidence-analysis activity
Composition/framing: 3:2 landscape, overhead-oblique single tabletop scene, clear but restrained comparison layout
Lighting/mood: soft daylight, neutral and analytical
Constraints: no readable text, no logos, no welfare rating, no cost or productivity claims, no stocking densities, no system labels, no certification symbols, no recommendation, no current shed plan or dimensions
Avoid: distressed birds, cage close-ups, advertising, infographic panels, cartoon icons, watermark",Student hands arrange three unlabelled photographs of observable chicken environments beside a blank comparison sheet.,"Poultry-system evidence prompt. Verified theory supplies system terms, welfare indicators and trade-off reasoning.","No system label, welfare rating, cost, productivity, stocking density, recommendation or current shed plan is supplied.",PASS — observable prompt with explicit adjacent-text boundary.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,BD934C8A469F4DB24DA4DB7A55A8E240D0DF0BAD6490CAB6FDEDC2675E291704,2711442,png,1536,1024,
folio-12,folio_card,"Agriculture plot plan, practical evidence and final evaluation",assets/visuals/folio-card-12.png,assets/visuals/folio-card-12.png,,,generated,Generated as one image in signed-in ChatGPT after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: folio card 12 - Agriculture plot plan, practical evidence and final evaluation
Primary request: a course-synthesis portfolio scene only; it must not depict or imply that a current agriculture plot plan or practical requirement has been supplied
Scene/backdrop: a student's hands at a calm classroom table assemble a plain portfolio binder with a few unlabelled photographs of earlier agriculture observations, a blank reflection sheet and a simple blank evaluation card; no plan document is present
Style/medium: natural documentary photography, credible Year 8 evidence-review setting
Composition/framing: 3:2 landscape, overhead-oblique single scene, organised but not staged, hands only
Lighting/mood: warm natural daylight, reflective and purposeful
Constraints: no readable text, no logos, no site plan, no map, no technical drawing, no layout, no scale, no dimensions, no quantities, no animal capacity, no safety zones, no practical procedure, no teacher approval, no assessment score
Avoid: blueprint appearance, farm masterplan, construction detail, checklist with ticks, trophy or grading symbolism, collage, watermark",Student hands organise an agriculture evidence portfolio with unlabelled photographs and blank reflection and evaluation sheets.,Course-synthesis shell only. Teacher to confirm/provide any current plan and practical task requirement before plan-reading or practical evidence is added.,The image contains no plan and does not imply a legacy booklet creates a current practical or assessment requirement.,PASS — observable prompt with explicit adjacent-text boundary.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,CCF0142F28FA3972BBEDC6CF38722375D483F3FE71DA45029187898C930A0D04,2489218,png,1536,1024,
theory-m01-s01,theory_visual,Agriculture and everyday life,assets/theory/theory-m01-s01.png,assets/theory/theory-m01-s01.png,1,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 1, Section 1 - Agriculture and everyday life
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands at a classroom table examine a restrained set of wheat heads, fleece, eggs, vegetables and a plain milk bottle beside a blank notebook
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: the objects are observation prompts only and do not classify industry sectors
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: student hands at a classroom table examine a restrained set of wheat heads, fleece, eggs, vegetables and a plain milk bottle beside a blank notebook.","Observation prompt for Agriculture and everyday life. The objects are observation prompts only and do not classify industry sectors. Use verified theory for definitions, facts and conclusions.",the objects are observation prompts only and do not classify industry sectors,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,EB2E9A9F8C75536931C0A4C97EAD0EE7F5041B00DA775BA83A4A3627EE59FC95,2578179,png,1536,1024,
theory-m01-s02,theory_visual,Agricultural industry sectors,assets/theory/theory-m01-s02.png,assets/theory/theory-m01-s02.png,1,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 1, Section 2 - Agricultural industry sectors
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare four unlabelled photographic evidence cards showing a farm, a food-processing workspace, a transport depot and a retail produce display on one classroom table
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no sector labels or supply-chain claim is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: student hands compare four unlabelled photographic evidence cards showing a farm, a food-processing workspace, a transport depot and a retail produce display on one classroom table.","Observation prompt for Agricultural industry sectors. No sector labels or supply-chain claim is encoded. Use verified theory for definitions, facts and conclusions.",no sector labels or supply-chain claim is encoded,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,575B1FAF3A9331D025A092ADF898BD77B4CCB49758404BD95929BACB9C09D4A4,2895657,png,1536,1024,
theory-m01-s03,theory_visual,Change in Australian agriculture,assets/theory/theory-m01-s03.png,assets/theory/theory-m01-s03.png,1,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 1, Section 3 - Change in Australian agriculture
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: an older hand hoe and a modern guarded crop sensor sit beside two blank observation cards at the edge of a real Australian field
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no timeline, performance comparison or technology benefit is claimed
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: an older hand hoe and a modern guarded crop sensor sit beside two blank observation cards at the edge of a real Australian field.,"Observation prompt for Change in Australian agriculture. No timeline, performance comparison or technology benefit is claimed. Use verified theory for definitions, facts and conclusions.","no timeline, performance comparison or technology benefit is claimed",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,1A698E8010623D5C09131553F5E75B152EE2BB6CD294FD90663B281C40B0744B,2508106,png,1536,1024,
theory-m02-s01,theory_visual,Agriculture and connected markets,assets/theory/theory-m02-s01.png,assets/theory/theory-m02-s01.png,2,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 2, Section 1 - Agriculture and connected markets
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: unbranded produce crates move through a modest farm loading area while a student holds a blank route-observation sheet at a safe distance
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no market, export, price or quantity claim is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: unbranded produce crates move through a modest farm loading area while a student holds a blank route-observation sheet at a safe distance.,"Observation prompt for Agriculture and connected markets. No market, export, price or quantity claim is encoded. Use verified theory for definitions, facts and conclusions.","no market, export, price or quantity claim is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,7F2F98F76D28A8ABDCD801E8B38A2C3C519B2150FEADCEB564B4D376578ED5C0,2341443,png,1536,1024,
theory-m02-s02,theory_visual,The four dimensions of food security,assets/theory/theory-m02-s02.png,assets/theory/theory-m02-s02.png,2,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 2, Section 2 - The four dimensions of food security
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: fresh produce, a soil sample and a clear water sample are arranged beside a blank four-part evidence sheet on a farm packing table
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: the image does not define or encode the four dimensions; verified theory does
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: fresh produce, a soil sample and a clear water sample are arranged beside a blank four-part evidence sheet on a farm packing table.","Observation prompt for The four dimensions of food security. The image does not define or encode the four dimensions; verified theory does. Use verified theory for definitions, facts and conclusions.",the image does not define or encode the four dimensions; verified theory does,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,6906B0B657B026DD044177001615EAE76BA50511FAA2FB9B1B6ED09AA39D86F7,2560983,png,1536,1024,
theory-m02-s03,theory_visual,Threats and resilient responses,assets/theory/theory-m02-s03.png,assets/theory/theory-m02-s03.png,2,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 2, Section 3 - Threats and resilient responses
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands inspect soil cover, a rain gauge and healthy crop leaves at a field edge beside a blank comparison card
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no threat severity, effectiveness, yield or climate claim is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark","Agriculture learning observation scene: student hands inspect soil cover, a rain gauge and healthy crop leaves at a field edge beside a blank comparison card.","Observation prompt for Threats and resilient responses. No threat severity, effectiveness, yield or climate claim is encoded. Use verified theory for definitions, facts and conclusions.","no threat severity, effectiveness, yield or climate claim is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,0DE6D35DEE13D47D2FE4609FEF80A6AE2EEECBDBD3768E53617F74898E4ED430,2798035,png,1536,1024,
theory-m03-s01,theory_visual,Cattle groups and adaptation clues,assets/theory/theory-m03-s01.png,assets/theory/theory-m03-s01.png,3,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 3, Section 1 - Cattle groups and adaptation clues
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: healthy cattle with visibly varied coat and body characteristics graze at respectful middle distance while a student holds a blank field notebook behind a fence
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: appearance is an observation prompt only and cannot identify a breed or Bos group
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: healthy cattle with visibly varied coat and body characteristics graze at respectful middle distance while a student holds a blank field notebook behind a fence.,"Observation prompt for Cattle groups and adaptation clues. Appearance is an observation prompt only and cannot identify a breed or Bos group. Use verified theory for definitions, facts and conclusions.",appearance is an observation prompt only and cannot identify a breed or Bos group,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,09359F35E25E1CEEA6E0F48A7D57C9AE512FF5482FC9F39FBA715322683FE533,2822137,png,1536,1024,
theory-m03-s02,theory_visual,Selective breeding and evidence,assets/theory/theory-m03-s02.png,assets/theory/theory-m03-s02.png,3,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 3, Section 2 - Selective breeding and evidence
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare blank livestock record cards with two unlabelled cattle photographs on a classroom table
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no pedigree, genetic outcome or breed identity is supplied
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: student hands compare blank livestock record cards with two unlabelled cattle photographs on a classroom table.,"Observation prompt for Selective breeding and evidence. No pedigree, genetic outcome or breed identity is supplied. Use verified theory for definitions, facts and conclusions.","no pedigree, genetic outcome or breed identity is supplied",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,74F9AF3B425AB696672DD28D50239D3C24C5E70DE1C7CE74CDCCA228AD38BDD5,2628620,png,1536,1024,
theory-m03-s03,theory_visual,Matching cattle to a production environment,assets/theory/theory-m03-s03.png,assets/theory/theory-m03-s03.png,3,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 3, Section 3 - Matching cattle to a production environment
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare three unlabelled Australian environment photographs with a blank cattle-observation card on a classroom table
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no environment-breed match or performance claim is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: student hands compare three unlabelled Australian environment photographs with a blank cattle-observation card on a classroom table.,"Observation prompt for Matching cattle to a production environment. No environment-breed match or performance claim is encoded. Use verified theory for definitions, facts and conclusions.",no environment-breed match or performance claim is encoded,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,00015A87D1409AD09F869051E6E82C228A539AFA4AD2D86FD449461532C92384,2565559,png,1536,1024,
theory-m04-s01,theory_visual,Extensive and intensive beef systems,assets/theory/theory-m04-s01.png,assets/theory/theory-m04-s01.png,4,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 4, Section 1 - Extensive and intensive beef systems
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands compare two unlabelled photographs of contrasting beef-production environments beside a blank evidence matrix
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: the image names no system and does not rank or authorise one
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: student hands compare two unlabelled photographs of contrasting beef-production environments beside a blank evidence matrix.,"Observation prompt for Extensive and intensive beef systems. The image names no system and does not rank or authorise one. Use verified theory for definitions, facts and conclusions.",the image names no system and does not rank or authorise one,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,BEC718ADF99D02206BFE51D6A49971E66950FAF29BEC55686B159CD932F01AE1,2484874,png,1536,1024,
theory-m04-s02,theory_visual,Pasture and feedlot feeding pathways,assets/theory/theory-m04-s02.png,assets/theory/theory-m04-s02.png,4,2,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 4, Section 2 - Pasture and feedlot feeding pathways
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: a plain pasture sample and an unmeasured feed sample sit beside two blank cattle-feeding observation photographs on a classroom table
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no ration, amount, procedure, performance or welfare claim is encoded
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: a plain pasture sample and an unmeasured feed sample sit beside two blank cattle-feeding observation photographs on a classroom table.,"Observation prompt for Pasture and feedlot feeding pathways. No ration, amount, procedure, performance or welfare claim is encoded. Use verified theory for definitions, facts and conclusions.","no ration, amount, procedure, performance or welfare claim is encoded",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,0FAA84ADE4E3E9919E4C8429744815239EF1CC7EE23A9F4FC8FE1D8F132188D3,2574625,png,1536,1024,
theory-m04-s03,theory_visual,Comparing systems with evidence,assets/theory/theory-m04-s03.png,assets/theory/theory-m04-s03.png,4,3,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 4, Section 3 - Comparing systems with evidence
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: student hands arrange a few unlabelled evidence cards and neutral farm-condition tokens beside a completely blank comparison sheet
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: comparison prompt only; no farm plan, brief, criteria, layout, dimension or approved design
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: student hands arrange a few unlabelled evidence cards and neutral farm-condition tokens beside a completely blank comparison sheet.,"Observation prompt for Comparing systems with evidence. Comparison prompt only; no farm plan, brief, criteria, layout, dimension or approved design. Use verified theory for definitions, facts and conclusions.","comparison prompt only; no farm plan, brief, criteria, layout, dimension or approved design",PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,D0FE6AD21F598A63C7255FD001768A8D416712F5C6B2EAB111AE07DC0443B872,2321877,png,1536,1024,
theory-m05-s01,theory_visual,Dairy breeds: traits and evidence,assets/theory/theory-m05-s01.png,assets/theory/theory-m05-s01.png,5,1,generated,Generated as one image in signed-in ChatGPT for this exact final theory section after Drive-first source inspection.,https://drive.google.com/drive/folders/1jCfJPg6pE-r3lrmhyKSHBZGUzHz95fbP,,https://chatgpt.com/c/6a722448-dd18-83ec-9e71-c35eb01d407c,"Create one image only.
Use case: photorealistic-natural
Asset type: theory visual for Module 5, Section 1 - Dairy breeds: traits and evidence
Primary request: a credible Australian Stage 4 Agriculture learning visual grounded in observable evidence
Scene/backdrop: healthy dairy cattle with ordinary varied coat patterns stand at respectful middle distance while a student records observations in a blank notebook
Style/medium: natural documentary photography, realistic Year 8 learning context
Composition/framing: 3:2 landscape, one coherent scene, uncluttered, hands only if a student is visible
Lighting/mood: soft natural daylight, calm and analytical
Semantic boundary: no disputed dairy breed identity is named or implied
Constraints: no readable text, no logos, no overlaid labels, no statistics, no measurements, no invented pseudo-data, no technical plan, no practical procedure, no teacher approval, no unsafe contact
Avoid: infographic panels, decorative arrows, staged advertising, fantasy agriculture, collage, watermark",Agriculture learning observation scene: healthy dairy cattle with ordinary varied coat patterns stand at respectful middle distance while a student records observations in a blank notebook.,"Observation prompt for Dairy breeds: traits and evidence. No disputed dairy breed identity is named or implied. Use verified theory for definitions, facts and conclusions.",no disputed dairy breed identity is named or implied,PASS — section-specific observable prompt; adjacent caption prevents inference beyond visible evidence.,No current authoritative project plan is supplied. Teacher to confirm/provide current plan and task requirement.,E33F77A5E075867412476977D87378A38DA029256868E7F9D9AA852FAA440A52,2905529,png,1536,1024,
